Unnamed: 0,Subject,time,L_P,R_P,Event,TrialN
78,Subject_3,257.681500893541,3.65979674040973,3.04243033514313,,
79,Subject_3,261.015026879171,3.70519031438047,3.08016652550152,,
80,Subject_3,264.348552864802,3.67384365149295,3.05410769086149,,
81,Subject_3,267.682078850432,3.64362572082454,3.02898718405418,,
82,Subject_3,271.015604836063,3.69922270382458,3.07520558349535,,
83,Subject_3,274.349130821693,3.73932120565768,3.108539920625,,
84,Subject_3,277.682656807323,3.69808456416122,3.07425943514804,,
85,Subject_3,281.016182792954,3.70182244347919,3.07736677641116,,
86,Subject_3,284.349708778584,3.70222364817474,3.07770030240261,,
87,Subject_3,287.683234764215,3.67023595798089,3.05110857452811,,
88,Subject_3,291.016760749845,3.65834475138182,3.04122328027693,,
89,Subject_3,294.350286735475,3.69831054468159,3.07444729530506,,
90,Subject_3,297.683812721106,3.70061772095015,3.07636527697615,,
91,Subject_3,301.017338706736,3.67799062325357,3.05755511528924,,
92,Subject_3,304.350864692367,3.64353758327513,3.02891391431462,,
93,Subject_3,307.684390677997,3.64439752902701,3.0296287969236,,
94,Subject_3,311.017916663627,3.65384780897134,3.03748492129815,,
95,Subject_3,314.351442649258,3.66963861437827,3.05061199604958,,
96,Subject_3,317.684968634888,3.6981429539243,3.07430797521708,,
97,Subject_3,321.018494620519,3.66981577733148,3.05075927361206,,
98,Subject_3,324.352020606149,3.67826205397999,3.0577807587155,,
99,Subject_3,327.685546591779,3.69783196452437,3.07404944621906,,
100,Subject_3,331.01907257741,3.63474959194619,3.02160835794071,,
101,Subject_3,334.35259856304,3.63500941951663,3.02182435553245,,
102,Subject_3,337.686124548671,3.64844829712568,3.0329962461614,,
103,Subject_3,341.019650534301,3.63681858646679,3.02332833643657,,
104,Subject_3,344.353176519931,3.61298403749151,3.00351440687426,,
105,Subject_3,347.686702505562,3.6788647961752,3.05828182510499,,
106,Subject_3,351.020228491192,3.64864305756718,3.03315815271451,,
107,Subject_3,354.353754476823,3.66066777586801,3.04315443675019,,
108,Subject_3,357.687280462453,3.6270404778346,3.01519968437389,,
109,Subject_3,361.020806448084,3.63727442282033,3.02370727834188,,
110,Subject_3,364.354332433714,3.62982796860823,3.01751695691392,,
111,Subject_3,367.687858419344,3.64632905215774,3.03123449390155,,
112,Subject_3,371.021384404975,3.69623207914811,3.07271944344931,,
113,Subject_3,374.354910390605,3.63367773135701,3.02071730813579,,
114,Subject_3,377.688436376236,3.65556599837516,3.0389132715412,,
115,Subject_3,381.021962361866,3.64440620191651,3.02963600679452,,
116,Subject_3,384.355488347496,3.63853153355939,3.02475232868714,,
117,Subject_3,387.689014333127,3.62411879952449,3.01277086022034,,
118,Subject_3,391.022540318757,3.66846258434129,3.04963434900703,,
119,Subject_3,394.356066304388,3.68033774668995,3.05950630549177,,
120,Subject_3,397.689592290018,3.63140224754979,3.01882567276551,,
121,Subject_3,401.023118275648,3.64418457304641,3.02945176421348,,
122,Subject_3,404.356644261279,3.63333612197224,3.0204333243988,,
123,Subject_3,407.690170246909,3.62543263740943,3.0138630684822,,
124,Subject_3,411.02369623254,3.59181407266165,2.9859155761848,,
125,Subject_3,414.35722221817,3.61566603603009,3.00574398252869,,
126,Subject_3,417.6907482038,3.67242074985351,3.05292481666961,,
127,Subject_3,421.024274189431,3.63194861804391,3.01927987672366,,
128,Subject_3,424.357800175061,3.65257468250411,3.0364265568973,,
129,Subject_3,427.691326160692,3.67371600808177,3.05400157945317,,
130,Subject_3,431.024852146322,3.65695073993798,3.04006442283071,,
131,Subject_3,434.358378131952,3.61359978469932,3.00402628447749,,
132,Subject_3,437.691904117583,3.58079977420379,2.97675926556828,,
133,Subject_3,441.025430103213,3.65352083708592,3.03721310587956,,
134,Subject_3,444.358956088844,3.59709450002991,2.99030525505149,,
135,Subject_3,447.692482074474,3.64419858310677,3.02946341093478,,
136,Subject_3,451.026008060104,3.64041851060259,3.02632099399977,,
137,Subject_3,454.359534045735,3.66568878503952,3.04732845834209,,
138,Subject_3,457.693060031365,3.59589251924954,2.98930603486308,,
139,Subject_3,461.026586016996,3.63648173393646,3.02304830712635,,
140,Subject_3,464.360112002626,3.69141481766543,3.06871479961065,,
141,Subject_3,467.693637988256,3.63838390175418,3.02462960070128,,
142,Subject_3,471.027163973887,3.63695962448498,3.02344558293286,,
143,Subject_3,474.360689959517,3.66864836758482,3.04978879271415,,
144,Subject_3,477.694215945148,3.64164757741736,3.02734273111426,,
145,Subject_3,481.027741930778,3.64076955649677,3.02661282241354,,
146,Subject_3,484.361267916408,3.66352721653337,3.04553152204725,,
147,Subject_3,487.694793902039,3.65234784445392,3.03623798386606,,
148,Subject_3,491.028319887669,3.62558120621141,3.01398657540405,,
149,Subject_3,494.3618458733,3.66592970818847,3.0475287404749,,
150,Subject_3,497.69537185893,3.65146025000338,3.03550011658185,,
151,Subject_3,501.02889784456,3.61457546222291,3.00483737621445,,
152,Subject_3,504.362423830191,3.67351280939761,3.05383265809372,,
153,Subject_3,507.695949815821,3.65365208908794,3.03732221715016,,
154,Subject_3,511.029475801452,3.67357464152239,3.05388405983688,,
155,Subject_3,514.363001787082,3.6367720327032,3.02328963576748,,
156,Subject_3,517.696527772712,3.59913829161512,2.99200428206271,,
157,Subject_3,521.030053758343,3.65104499956042,3.03515491420206,,
158,Subject_3,524.363579743973,3.67185599904578,3.05245533294931,,
159,Subject_3,527.697105729604,3.69024829341461,3.06774505483543,,
160,Subject_3,531.030631715234,3.6394369491845,3.02550501091491,,
161,Subject_3,534.364157700864,3.71273411455262,3.08643777172473,,
162,Subject_3,537.697683686495,3.66169732460312,3.04401031223328,,
163,Subject_3,541.031209672125,3.70404225866413,3.07921213382746,,
164,Subject_3,544.364735657756,3.69352885035581,3.07047221884535,,
165,Subject_3,547.698261643386,3.68192300908163,3.06082415200941,,
166,Subject_3,551.031787629016,3.67281394466363,3.05325168395289,,
167,Subject_3,554.365313614647,3.67670731908513,3.05648829005051,,
168,Subject_3,557.698839600277,3.71393942986258,3.08743976394522,,
169,Subject_3,561.032365585908,3.69232751929068,3.06947353877256,,
170,Subject_3,564.365891571538,3.68319818992333,3.06188422423494,,
171,Subject_3,567.699417557169,3.68069094008181,3.0597999191446,,
172,Subject_3,571.032943542799,3.65353243372359,3.03722274629534,,
173,Subject_3,574.366469528429,3.65316725063204,3.03691916546984,,
174,Subject_3,577.69999551406,3.69659644101898,3.07302234158479,,
175,Subject_3,581.03352149969,3.76370643981662,3.12881164099558,,
176,Subject_3,584.367047485321,3.70333820091882,3.07862684267771,,
177,Subject_3,587.700573470951,3.7281552759122,3.09925755720776,,
178,Subject_3,591.034099456581,3.72256523456141,3.09461049274307,,
179,Subject_3,594.367625442212,3.74194816625768,3.11072374261993,,
180,Subject_3,597.701151427842,3.70760247638522,3.08217178299998,,
181,Subject_3,601.034677413473,3.73969150252423,3.10884775258938,,
182,Subject_3,604.368203399103,3.72870761167267,3.09971672015915,,
183,Subject_3,607.701729384733,3.74598948209224,3.1140833340839,,
184,Subject_3,611.035255370364,3.77097864109254,3.13485710399106,,
185,Subject_3,614.368781355994,3.71237501232331,3.08613924598865,,
186,Subject_3,617.702307341625,3.70055453285488,3.0763127479994,,
187,Subject_3,621.035833327255,3.6857493226502,3.06400500966313,,
188,Subject_3,624.369359312885,3.71026893287369,3.08438843837275,,
189,Subject_3,627.702885298516,3.7429763668312,3.11157849736108,,
190,Subject_3,631.036411284146,3.69498698597421,3.0716843834416,,
191,Subject_3,634.369937269777,3.79298212919626,3.1531488519853,,
192,Subject_3,637.703463255407,3.7078358455798,3.08236578544527,,
193,Subject_3,641.036989241037,3.74154110301824,3.11038534635482,,
194,Subject_3,644.370515226668,3.70537122534859,3.08031691883111,,
195,Subject_3,647.704041212298,3.8056029674955,3.16364069730353,,
196,Subject_3,651.037567197929,3.74954685615397,3.11704061929031,,
197,Subject_3,654.371093183559,3.74124682048571,3.11014070596423,,
198,Subject_3,657.704619169189,3.7525310927372,3.11952144884235,,
199,Subject_3,661.03814515482,3.73193766511686,3.10240190004203,,
200,Subject_3,664.37167114045,3.72728355361502,3.09853288462377,,
201,Subject_3,667.705197126081,3.76014215558562,3.12584861128747,,
202,Subject_3,671.038723111711,3.77540446015842,3.13853633733077,,
203,Subject_3,674.372249097341,3.75632649074687,3.12267660604303,,
204,Subject_3,677.705775082972,3.73414723059835,3.10423873676417,,
205,Subject_3,681.039301068602,3.7912420564087,3.15170230983836,,
206,Subject_3,684.372827054233,3.83486737242368,3.1879685274014,,
207,Subject_3,687.706353039863,3.78786935161645,3.14889854227987,,
208,Subject_3,691.039879025493,3.80039526896637,3.15931147874164,,
209,Subject_3,694.373405011124,3.72737229331796,3.09860665494034,,
210,Subject_3,697.706930996754,3.76471498031508,3.12965005209444,,
211,Subject_3,701.040456982385,3.7943481745421,3.15428446089862,,
212,Subject_3,704.373982968015,3.75698913012369,3.1232274656356,,
213,Subject_3,707.707508953645,3.73127182703278,3.10184838132801,,
214,Subject_3,711.041034939276,3.8084777100908,3.16603050326764,,
215,Subject_3,714.374560924906,3.78199427518995,3.14401452493981,,
216,Subject_3,717.708086910537,3.8101102667558,3.16738766604846,,
217,Subject_3,721.041612896167,3.79600438123876,3.15566128421768,,
218,Subject_3,724.375138881797,3.78913556139093,3.14995115675597,,
219,Subject_3,727.708664867428,3.79207459040372,3.15239440474449,,
220,Subject_3,731.042190853058,3.76968207318174,3.13377925245361,,
221,Subject_3,734.375716838689,3.80883589761374,3.166328268598,Circle,1.0
222,Subject_3,737.709242824319,3.79623587149803,3.15585372468283,,
223,Subject_3,741.042768809949,3.70795653326525,3.08246611448027,,
224,Subject_3,744.37629479558,3.75184453738476,3.11895070762933,,
225,Subject_3,747.70982078121,3.82784106371605,3.1821274776731,,
226,Subject_3,751.043346766841,3.81049148504192,3.16770457711218,,
227,Subject_3,754.376872752471,3.87320837736246,3.21984183752751,,
228,Subject_3,757.710398738102,3.80186273959134,3.16053140363421,,
229,Subject_3,761.043924723732,3.83416954376652,3.18738841456293,,
230,Subject_3,764.377450709362,3.8357486027602,3.1887011041258,,
231,Subject_3,767.710976694993,3.84016883446067,3.19237569262559,,
232,Subject_3,771.044502680623,3.78680276144516,3.14801187383283,,
233,Subject_3,774.378028666253,3.7794673118599,3.14191383180397,,
234,Subject_3,777.711554651884,3.77815428410448,3.14082229701193,,
235,Subject_3,781.045080637514,3.8729356919472,3.21961515106424,,
236,Subject_3,784.378606623145,3.85733175582373,3.20664342285718,,
237,Subject_3,787.712132608775,3.85442938708784,3.20423065097061,,
238,Subject_3,791.045658594405,3.86802792749657,3.21553527108691,,
239,Subject_3,794.379184580036,3.8211536090906,3.17656812116767,,
240,Subject_3,797.712710565666,3.79098496654434,3.15148858813257,,
241,Subject_3,801.046236551297,3.84515973922292,3.19652468808231,,
242,Subject_3,804.379762536927,3.87365556386508,3.22021358871413,,
243,Subject_3,807.713288522557,3.81451655331617,3.17105066179589,,
244,Subject_3,811.046814508188,3.870821289846,3.21785742473416,,
245,Subject_3,814.380340493818,3.8455548407032,3.19685314040202,,
246,Subject_3,817.713866479449,3.83978603012371,3.19205746305991,,
247,Subject_3,821.047392465079,3.81445767014045,3.17100171154735,,
248,Subject_3,824.380918450709,3.86094259985664,3.2096451582541,,
249,Subject_3,827.71444443634,3.85119475258294,3.20154166280027,,
250,Subject_3,831.04797042197,3.83795588553562,3.19053604320863,,
251,Subject_3,834.381496407601,3.88216865600446,3.22729061828923,,
252,Subject_3,837.715022393231,3.79893380810996,3.15809654983752,,
253,Subject_3,841.048548378861,3.89410559339801,3.23721392906598,,
254,Subject_3,844.382074364492,3.83164735650892,3.18529169183002,,
255,Subject_3,847.715600350122,3.84798433157593,3.19887280358401,,
256,Subject_3,851.049126335753,3.91817624840642,3.25722413623835,,
257,Subject_3,854.382652321383,3.87443224580563,3.22085925317702,,
258,Subject_3,857.716178307014,3.93571596507386,3.27180510065903,,
259,Subject_3,861.049704292644,3.88977314292874,3.2336123140944,,
260,Subject_3,864.383230278274,3.83031183798358,3.18418146020711,,
261,Subject_3,867.716756263905,3.88140130010507,3.2266527066696,,
262,Subject_3,871.050282249535,3.87814988728026,3.22394977049256,,
263,Subject_3,874.383808235166,3.91147137867805,3.25165030236131,,
264,Subject_3,877.717334220796,3.87161496848131,3.21851721874124,,
265,Subject_3,881.050860206426,3.9153166314135,3.2548469043582,,
266,Subject_3,884.384386192057,3.88637365037692,3.23078627756904,,
267,Subject_3,887.717912177687,3.87048426251391,3.21757725010927,,
268,Subject_3,891.051438163318,3.89965249181344,3.24182512832158,,
269,Subject_3,894.384964148948,3.93619235697581,3.27220113062373,,
270,Subject_3,897.718490134578,3.91457535563346,3.25423067343614,,
271,Subject_3,901.052016120209,3.86112291879031,3.20979505941875,,
272,Subject_3,904.385542105839,3.92419778002079,3.26222990342899,,
273,Subject_3,907.71906809147,3.85669980719214,3.20611807682751,,
274,Subject_3,911.0525940771,3.9198223614548,3.25859256859367,,
275,Subject_3,914.38612006273,3.9642346754407,3.29551302645206,,
276,Subject_3,917.719646048361,3.88297533706243,3.227961221357,,
277,Subject_3,921.053172033991,3.90538139316421,3.24658762867145,,
278,Subject_3,924.386698019622,3.9857301396491,3.31338244844852,,
279,Subject_3,927.720224005252,3.96235604570495,3.29395130035033,,
280,Subject_3,931.053749990882,3.92109470657635,3.25965028345302,,
281,Subject_3,934.387275976513,3.92399460261853,3.26206099976141,,
282,Subject_3,937.720801962143,3.95199644482324,3.28533924721784,,
283,Subject_3,941.054327947774,3.96065704589224,3.29253890263094,,
284,Subject_3,944.387853933404,3.92576727147695,3.26353463938994,,
285,Subject_3,947.721379919034,3.94984630268891,3.28355180979486,,
286,Subject_3,951.054905904665,3.91896233355808,3.25787761769676,,
287,Subject_3,954.388431890295,3.98572051366057,3.31337444625561,,
288,Subject_3,957.721957875926,3.91799045001709,3.25706967994036,,
289,Subject_3,961.055483861556,3.95719777408046,3.28966317093211,,
290,Subject_3,964.389009847186,3.99645635253914,3.32229927028114,,
291,Subject_3,967.722535832817,3.91251281339877,3.25251605879838,,
292,Subject_3,971.056061818447,3.98667035369395,3.31416405899535,,
293,Subject_3,974.389587804078,4.02428127858774,3.3454304453403,,
294,Subject_3,977.723113789708,3.99514228280689,3.321206869282,,
295,Subject_3,981.056639775338,3.97779841138368,3.30678871322317,,
296,Subject_3,984.390165760969,3.99498666371848,3.32107750137747,,
297,Subject_3,987.723691746599,4.01916358378876,3.34117604789509,,
298,Subject_3,991.05721773223,3.97758946438087,3.30661501322154,,
299,Subject_3,994.39074371786,3.98587764108798,3.31350506805938,,
300,Subject_3,997.72426970349,4.02164167874102,3.34323611619693,,
301,Subject_3,1001.05779568912,4.01264167983317,3.33575431552993,,
302,Subject_3,1004.39132167475,3.94613129273386,3.28046348009124,,
303,Subject_3,1007.72484766038,4.01807649121972,3.3402723355734,,
304,Subject_3,1011.05837364601,3.96089369252044,3.29273562964377,,
305,Subject_3,1014.39189963164,3.99855541472961,3.32404424437031,,
306,Subject_3,1017.72542561727,4.03248871218428,3.35225337751904,,
307,Subject_3,1021.0589516029,4.00313012103159,3.32784724934975,,
308,Subject_3,1024.39247758853,3.96710550174416,3.29789957675857,,
309,Subject_3,1027.72600357416,3.99696434883014,3.32272157333115,,
310,Subject_3,1031.05952955979,4.05967702274643,3.37485532693942,,
311,Subject_3,1034.39305554542,4.03710345903259,3.35608966865655,,
312,Subject_3,1037.72658153106,3.98985041199748,3.31680767735354,,
313,Subject_3,1041.06010751669,4.04296279184803,3.36096059815505,,
314,Subject_3,1044.39363350232,4.07303225025318,3.38595767829424,,
315,Subject_3,1047.72715948795,4.06638287790884,3.38042998001889,,
316,Subject_3,1051.06068547358,3.99431990021056,3.32052321334817,,
317,Subject_3,1054.39421145921,4.04268809312514,3.36073223800644,,
318,Subject_3,1057.72773744484,4.0374384375082,3.35636814004392,,
319,Subject_3,1061.06126343047,4.10150500720406,3.40962740249396,,
320,Subject_3,1064.3947894161,4.03963344555131,3.35819287500325,,
321,Subject_3,1067.72831540173,4.02457986423823,3.34567866296143,,
322,Subject_3,1071.06184138736,4.05415823568026,3.37026749696571,,
323,Subject_3,1074.39536737299,4.05364787578094,3.36984322902143,,
324,Subject_3,1077.72889335862,4.08639989297043,3.39707035055368,,
325,Subject_3,1081.06241934425,4.041125808445,3.35943349311973,,
326,Subject_3,1084.39594532988,4.089111445889,3.39932449509774,,
327,Subject_3,1087.72947131551,4.01572566148552,3.33831806428366,,
328,Subject_3,1091.06299730114,4.09069716932493,3.40064272488667,,
329,Subject_3,1094.39652328677,4.06332950220247,3.37789167433348,,
330,Subject_3,1097.7300492724,4.04388492497339,3.36172717782946,,
331,Subject_3,1101.06357525803,4.0720729807742,3.38516022674995,,
332,Subject_3,1104.39710124366,4.07509462776055,3.38767215599232,,
333,Subject_3,1107.73062722929,4.0674922307893,3.38135219758869,,
334,Subject_3,1111.06415321492,4.03537073650859,3.35464923686666,,
335,Subject_3,1114.39767920055,4.10042143350088,3.40872661544518,,
336,Subject_3,1117.73120518618,4.14777091837981,3.44808877661617,,
337,Subject_3,1121.06473117182,4.13027334688187,3.43354284795054,,
338,Subject_3,1124.39825715745,4.04688367313317,3.36422007101886,,
339,Subject_3,1127.73178314308,4.09875105965039,3.40733801481126,,
340,Subject_3,1131.06530912871,4.11914481161757,3.42429157098754,,
341,Subject_3,1134.39883511434,4.11314132021148,3.41930080082565,,
342,Subject_3,1137.73236109997,4.08182077542548,3.39326367845817,,
343,Subject_3,1141.0658870856,4.09233972127999,3.40200819686492,,
344,Subject_3,1144.39941307123,4.11441139395241,3.42035662746066,,
345,Subject_3,1147.73293905686,4.13424326559364,3.43684308618055,,
346,Subject_3,1151.06646504249,4.0929277709718,3.40249704921051,,
347,Subject_3,1154.39999102812,4.09205356802191,3.40177031443193,,
348,Subject_3,1157.73351701375,4.1617517544894,3.45971120346321,,
349,Subject_3,1161.06704299938,4.14072178276995,3.44222875062642,,
350,Subject_3,1164.40056898501,4.13812576651867,3.44007065301783,,
351,Subject_3,1167.73409497064,4.0931827334805,3.40270900242152,,
352,Subject_3,1171.06762095627,4.12528882325188,3.42939915720109,,
353,Subject_3,1174.4011469419,4.11222438567059,3.41853854279318,,
354,Subject_3,1177.73467292753,4.10711540581005,3.41429139017465,,
355,Subject_3,1181.06819891316,4.1515732180482,3.45124967124364,,
356,Subject_3,1184.40172489879,4.10941221835475,3.41620075636512,,
357,Subject_3,1187.73525088442,4.21248573906937,3.50188693743349,,
358,Subject_3,1191.06877687005,4.13352858148292,3.43624896121331,,
359,Subject_3,1194.40230285568,4.21032251359715,3.50008862368404,,
360,Subject_3,1197.73582884131,4.15455032648863,3.45372457509012,,
361,Subject_3,1201.06935482695,4.14398207540735,3.44493906869189,,
362,Subject_3,1204.40288081258,4.1795414882624,3.47450000992546,,
363,Subject_3,1207.73640679821,4.15528487730295,3.45433521547228,,
364,Subject_3,1211.06993278384,4.14238522091911,3.44361158553355,,
365,Subject_3,1214.40345876947,4.15737807645103,3.45607531554814,,
366,Subject_3,1217.7369847551,4.19261840739207,3.4853710003854,,
367,Subject_3,1221.07051074073,4.16014980889746,3.45837948801291,,
368,Subject_3,1224.40403672636,4.16371271673693,3.46134137351121,,
369,Subject_3,1227.73756271199,4.19437397183001,3.48683042091614,,
370,Subject_3,1231.07108869762,4.18339086760889,3.47770004242069,,
371,Subject_3,1234.40461468325,4.22035982817868,3.50843275657783,,
372,Subject_3,1237.73814066888,4.21274425823553,3.50210184733399,,
373,Subject_3,1241.07166665451,4.18054328352065,3.47533281363001,,
374,Subject_3,1244.40519264014,4.21825434466904,3.50668244437356,,
375,Subject_3,1247.73871862577,4.19360464887741,3.48619087406299,,
376,Subject_3,1251.0722446114,4.23242193645318,3.51846012332061,,
377,Subject_3,1254.40577059703,4.23783098287347,3.52295672465685,,
378,Subject_3,1257.73929658266,4.21961202681905,3.50781110086781,,
379,Subject_3,1261.07282256829,4.20613138014643,3.4966044871449,,
380,Subject_3,1264.40634855392,4.24501301677294,3.52892723049465,,
381,Subject_3,1267.73987453955,4.21619437834018,3.50496997111539,,
382,Subject_3,1271.07340052518,4.22643908295765,3.51348650968667,,
383,Subject_3,1274.40692651081,4.25874085006434,3.54033933324352,,
384,Subject_3,1277.74045249644,4.24363132935581,3.52777861815092,,
385,Subject_3,1281.07397848207,4.21271799323537,3.50208001294292,,
386,Subject_3,1284.40750446771,4.22542858204732,3.5126464688753,,
387,Subject_3,1287.74103045334,4.26064870216988,3.54192535223107,,
388,Subject_3,1291.07455643897,4.27483348991774,3.55371732637683,,
389,Subject_3,1294.4080824246,4.27197480847791,3.55134087223253,,
390,Subject_3,1297.74160841023,4.18995756139184,3.48315900907483,,
391,Subject_3,1301.07513439586,4.21737468978167,3.50595117733782,,
392,Subject_3,1304.40866038149,4.26395271491352,3.54467201531429,,
393,Subject_3,1307.74218636712,4.25050696861565,3.5334944146668,,
394,Subject_3,1311.07571235275,4.25889878840641,3.54047062916979,,
395,Subject_3,1314.40923833838,4.24457806577122,3.52856565081801,,
396,Subject_3,1317.74276432401,4.25805314662289,3.53976763761115,,
397,Subject_3,1321.07629030964,4.29441002703849,3.56999152262811,,
398,Subject_3,1324.40981629527,4.25194094348973,3.53468649416361,,
399,Subject_3,1327.7433422809,4.31607049463174,3.58799811380063,,
400,Subject_3,1331.07686826653,4.28389048025372,3.56124650466125,,
401,Subject_3,1334.41039425216,4.20408648087009,3.49490453929754,,
402,Subject_3,1337.74392023779,4.25714461179415,3.5390123623542,,
403,Subject_3,1341.07744622342,4.24325628901374,3.52746684288182,,
404,Subject_3,1344.41097220905,4.25056669568082,3.53354406645015,,
405,Subject_3,1347.74449819468,4.26761072737114,3.547712962355,,
406,Subject_3,1351.07802418031,4.33612621362426,3.60467065935001,,
407,Subject_3,1354.41155016594,4.27379180253933,3.55285135990257,,
408,Subject_3,1357.74507615157,4.32883634847538,3.59861051217758,,
409,Subject_3,1361.0786021372,4.25896436176972,3.54052514104678,,
410,Subject_3,1364.41212812283,4.28558303119233,3.56265354135882,,
411,Subject_3,1367.74565410847,4.24843518541898,3.53177211791305,,
412,Subject_3,1371.0791800941,4.38793871646676,3.64774297772419,,
413,Subject_3,1374.41270607973,4.28162528654133,3.55936342356293,,
414,Subject_3,1377.74623206536,4.31543086311861,3.58746638090483,,
415,Subject_3,1381.07975805099,4.28734574808088,3.56411890780247,,
416,Subject_3,1384.41328403662,4.27744501477203,3.55588831646214,,
417,Subject_3,1387.74681002225,4.34275042498587,3.61017744101645,,
